Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Transcription_Factor_PPIs	MYC	17/957	2.923654e-03	3.350957e-02	0	0	2.262674e+00	1.320253e+01	GTF3C1;GCDH;UBE2I;SMARCB1;SSR4;GTF2B;CSNK2A2;NOL9;MYO9B;DYNC1LI1;MRPL53;PSMA2;PRDX1;MAGED2;RPS2;SNRPC;HSPA1B
Transcription_Factor_PPIs	SP3	3/38	3.958180e-03	3.933299e-02	0	0	1.028416e+01	5.689165e+01	UBE2I;HLTF;CSNK2A2
Transcription_Factor_PPIs	ATF2	7/237	3.959697e-03	3.933299e-02	0	0	3.705482e+00	2.049720e+01	UBE2I;APMAP;VAPA;CSNK2A2;CCDC6;CYCS;PPIA
Transcription_Factor_PPIs	TFAP2A	3/46	6.782456e-03	6.316162e-02	0	0	8.367442e+00	4.178212e+01	UBE2I;CASP3;EPN2
Transcription_Factor_PPIs	ZFX	1/1	8.399909e-03	6.886076e-02	0	0	1.983200e+04	9.478773e+04	CSNK2A2
Transcription_Factor_PPIs	MEF2C	3/50	8.546246e-03	6.886076e-02	0	0	7.653772e+00	3.644927e+01	CSNK2A2;TRIP6;UFC1
Transcription_Factor_PPIs	CDX2	2/17	8.780902e-03	6.886076e-02	0	0	1.591727e+01	7.537107e+01	SMARCB1;HLTF
Transcription_Factor_PPIs	UPF1	4/98	9.413858e-03	7.013324e-02	0	0	5.121432e+00	2.389441e+01	RPL7A;EXOSC10;ALYREF;SRRM1
Transcription_Factor_PPIs	HSF1	4/109	1.351037e-02	9.509331e-02	0	0	4.582346e+00	1.972378e+01	SMARCB1;GTF2B;CSNK2A2;HSPA1B
Transcription_Factor_PPIs	BRF2	3/60	1.404062e-02	9.509331e-02	0	0	6.307815e+00	2.690788e+01	ZW10;HLTF;SRPRB
Transcription_Factor_PPIs	RAD21	6/237	1.516266e-02	9.822767e-02	0	0	3.142697e+00	1.316450e+01	RPL23;OSBP;RPL23A;RPS2;RPS10;SRRM1
Transcription_Factor_PPIs	TP53	11/628	1.723573e-02	1.070052e-01	0	0	2.181967e+00	8.860469e+00	UBE2I;SMARCB1;RPL23;UIMC1;CSNK2A2;HMGB2;STX5;MAGED2;ARID1A;RPS10;HSPA1B
Transcription_Factor_PPIs	SOX2	3/70	2.114022e-02	1.259957e-01	0	0	5.363636e+00	2.068528e+01	SMARCB1;UBE2I;ARID1A
Transcription_Factor_PPIs	SP1	6/263	2.391217e-02	1.343981e-01	0	0	2.821012e+00	1.053187e+01	EXOSC10;GTF2B;CASP3;OSBP;HLTF;CSNK2A2
Transcription_Factor_PPIs	POU5F1	7/338	2.435401e-02	1.343981e-01	0	0	2.561539e+00	9.516269e+00	UBE2I;SMARCB1;KRT1;HMGB2;LAMC1;ARID1A;PPIA
Transcription_Factor_PPIs	CREB1	4/134	2.658532e-02	1.414719e-01	0	0	3.696435e+00	1.340843e+01	UBE2I;GTF2B;CCDC6;CAMK1
Transcription_Factor_PPIs	CEBPB	4/142	3.194692e-02	1.641411e-01	0	0	3.480735e+00	1.198654e+01	SMARCB1;GTF2B;HLTF;HMGB2
Transcription_Factor_PPIs	TCF7L2	2/37	3.855394e-02	1.853077e-01	0	0	6.814802e+00	2.218693e+01	UBE2I;CSNK2A2
Transcription_Factor_PPIs	MEF2A	2/37	3.855394e-02	1.853077e-01	0	0	6.814802e+00	2.218693e+01	UBE2I;CASP3
Transcription_Factor_PPIs	CREM	2/39	4.243346e-02	1.970497e-01	0	0	6.445783e+00	2.036750e+01	UBE2I;CSNK2A2
Transcription_Factor_PPIs	SRF	3/93	4.364188e-02	1.970497e-01	0	0	3.988283e+00	1.249026e+01	UBE2I;CASP3;HMGA2
Transcription_Factor_PPIs	ERG	2/41	4.645220e-02	2.035699e-01	0	0	6.114612e+00	1.876777e+01	RPL7A;HSPA1B
Transcription_Factor_PPIs	IKZF1	2/42	4.851201e-02	2.065225e-01	0	0	5.961446e+00	1.803900e+01	UBE2I;GTF2B
Transcription_Factor_PPIs	IRF1	2/45	5.488481e-02	2.235576e-01	0	0	5.544690e+00	1.609357e+01	UBE2I;GTF2B
Transcription_Factor_PPIs	SOX4	1/7	5.734695e-02	2.235576e-01	0	0	1.978643e+01	5.656219e+01	UBE2I
Transcription_Factor_PPIs	JUN	5/248	5.851508e-02	2.235576e-01	0	0	2.472797e+00	7.018961e+00	UBE2I;SMARCB1;GTF2B;CSNK2A2;M6PR
Transcription_Factor_PPIs	TCF3	5/248	5.851508e-02	2.235576e-01	0	0	2.472797e+00	7.018961e+00	RPL7A;UBE2I;RPL14;RPL23A;MRPL23
Transcription_Factor_PPIs	RNF2	4/175	6.032863e-02	2.247241e-01	0	0	2.804308e+00	7.874351e+00	SMARCB1;CASP3;HP1BP3;CSNK2A2
Transcription_Factor_PPIs	ESRRA	2/51	6.844068e-02	2.478161e-01	0	0	4.864273e+00	1.304495e+01	GTF2B;CSNK2A2
Transcription_Factor_PPIs	MAZ	1/9	7.312286e-02	2.478161e-01	0	0	1.483832e+01	3.881133e+01	CSNK2A2
Transcription_Factor_PPIs	POU3F2	1/9	7.312286e-02	2.478161e-01	0	0	1.483832e+01	3.881133e+01	GTF2B
Transcription_Factor_PPIs	SALL4	2/53	7.318059e-02	2.478161e-01	0	0	4.673045e+00	1.221920e+01	SMARCB1;ARID1A
Transcription_Factor_PPIs	AR	5/271	7.882593e-02	2.610014e-01	0	0	2.256331e+00	5.732239e+00	UBE2I;PRDX1;CASP3;HMGB2;RREB1
Transcription_Factor_PPIs	TARDBP	2/59	8.799641e-02	2.850318e-01	0	0	4.179877e+00	1.015902e+01	EXOSC10;SRPRB
Transcription_Factor_PPIs	TRIM28	4/204	9.340881e-02	2.961258e-01	0	0	2.394146e+00	5.675969e+00	UBE2I;MAGED1;MAGEB2;CCDC6
Transcription_Factor_PPIs	SREBF2	2/62	9.571137e-02	2.971041e-01	0	0	3.970281e+00	9.315940e+00	UBE2I;CASP3
Transcription_Factor_PPIs	POU2F2	1/13	1.038916e-01	2.997933e-01	0	0	9.890220e+00	2.239548e+01	HMGB2
Transcription_Factor_PPIs	THAP11	1/13	1.038916e-01	2.997933e-01	0	0	9.890220e+00	2.239548e+01	CASP3
Transcription_Factor_PPIs	DLX4	1/13	1.038916e-01	2.997933e-01	0	0	9.890220e+00	2.239548e+01	MAGED1
Transcription_Factor_PPIs	SIN3A	4/214	1.064605e-01	2.997933e-01	0	0	2.278978e+00	5.104867e+00	SMARCB1;RPL21;CSNK2A2;ARID1A
Transcription_Factor_PPIs	HDAC2	6/387	1.083975e-01	2.997933e-01	0	0	1.890833e+00	4.201337e+00	SMARCB1;PPAT;CSNK2A2;CAMK1;ARID1A;RREB1
Transcription_Factor_PPIs	SMC3	3/137	1.086499e-01	2.997933e-01	0	0	2.672727e+00	5.932451e+00	MAGED1;CSNK2A2;SRRM1
Transcription_Factor_PPIs	SREBF1	2/69	1.144089e-01	3.099441e-01	0	0	3.554217e+00	7.705458e+00	UBE2I;CASP3
Transcription_Factor_PPIs	DACH1	1/15	1.188931e-01	3.163405e-01	0	0	8.476476e+00	1.805092e+01	UBE2I
Transcription_Factor_PPIs	GTF3C2	1/16	1.262999e-01	3.244601e-01	0	0	7.910978e+00	1.636857e+01	GTF3C1
Transcription_Factor_PPIs	SALL1	1/16	1.262999e-01	3.244601e-01	0	0	7.910978e+00	1.636857e+01	UBE2I
Transcription_Factor_PPIs	TFAP2C	1/17	1.336449e-01	3.341335e-01	0	0	7.416168e+00	1.492555e+01	UBE2I
Transcription_Factor_PPIs	NFE2	2/77	1.367929e-01	3.341335e-01	0	0	3.173815e+00	6.313629e+00	PEX14;HMGN1
Transcription_Factor_PPIs	HDAC8	2/77	1.367929e-01	3.341335e-01	0	0	3.173815e+00	6.313629e+00	SH3PXD2B;RPS10
Transcription_Factor_PPIs	THAP1	1/18	1.409284e-01	3.359107e-01	0	0	6.979570e+00	1.367649e+01	FXR2
Transcription_Factor_PPIs	NCOR1	3/155	1.420294e-01	3.359107e-01	0	0	2.354067e+00	4.594483e+00	SMARCB1;UBE2I;GTF2B
Transcription_Factor_PPIs	KRT7	1/19	1.481511e-01	3.449143e-01	0	0	6.591484e+00	1.258659e+01	HSPA1B
Transcription_Factor_PPIs	NANOG	3/160	1.518499e-01	3.480867e-01	0	0	2.278518e+00	4.294693e+00	NUFIP2;RPS29;KRT1
Transcription_Factor_PPIs	ZEB1	1/20	1.553134e-01	3.493572e-01	0	0	6.244248e+00	1.162873e+01	DRAP1
Transcription_Factor_PPIs	MYB	2/84	1.570935e-01	3.493572e-01	0	0	2.901851e+00	5.371078e+00	UBE2I;CSNK2A2
Transcription_Factor_PPIs	FLI1	1/21	1.624159e-01	3.556252e-01	0	0	5.931737e+00	1.078149e+01	UBE2I
Transcription_Factor_PPIs	HCFC1	2/87	1.659607e-01	3.556252e-01	0	0	2.799008e+00	5.027029e+00	GABPB1;HSPA1B
Transcription_Factor_PPIs	BRF1	1/22	1.694590e-01	3.556252e-01	0	0	5.648988e+00	1.002777e+01	CSNK2A2
Transcription_Factor_PPIs	CEBPZ	1/22	1.694590e-01	3.556252e-01	0	0	5.648988e+00	1.002777e+01	HMOX2
Transcription_Factor_PPIs	EED	2/91	1.779147e-01	3.681847e-01	0	0	2.672668e+00	4.614230e+00	RPL7A;RPS10
Transcription_Factor_PPIs	PHC1	1/25	1.902370e-01	3.764112e-01	0	0	4.942116e+00	8.201366e+00	UBE2I
Transcription_Factor_PPIs	WT1	1/25	1.902370e-01	3.764112e-01	0	0	4.942116e+00	8.201366e+00	UBE2I
Transcription_Factor_PPIs	NFYB	1/25	1.902370e-01	3.764112e-01	0	0	4.942116e+00	8.201366e+00	DRAP1
Transcription_Factor_PPIs	BHLHE40	1/26	1.970475e-01	3.764112e-01	0	0	4.744192e+00	7.706041e+00	UBE2I
Transcription_Factor_PPIs	MYCN	1/26	1.970475e-01	3.764112e-01	0	0	4.744192e+00	7.706041e+00	CSNK2A2
Transcription_Factor_PPIs	CHD7	1/26	1.970475e-01	3.764112e-01	0	0	4.744192e+00	7.706041e+00	ARID1A
Transcription_Factor_PPIs	POLR3A	1/27	2.038011e-01	3.843843e-01	0	0	4.561492e+00	7.255560e+00	GTF2B
Transcription_Factor_PPIs	EP300	6/473	2.080742e-01	3.872127e-01	0	0	1.535808e+00	2.411004e+00	GTF3C1;UBE2I;MAGED1;GTF2B;CAMK1;HMGN1
Transcription_Factor_PPIs	CNOT3	1/28	2.104982e-01	3.872127e-01	0	0	4.392326e+00	6.844467e+00	SRRM1
Transcription_Factor_PPIs	IRF4	1/29	2.171393e-01	3.921765e-01	0	0	4.235244e+00	6.468134e+00	PEG10
Transcription_Factor_PPIs	SMAD1	3/192	2.190281e-01	3.921765e-01	0	0	1.889658e+00	2.869551e+00	TRIP6;HMGA2;ARID1A
Transcription_Factor_PPIs	E2F2	1/30	2.237248e-01	3.921765e-01	0	0	4.088994e+00	6.122608e+00	RPS2
Transcription_Factor_PPIs	NEUROD1	1/30	2.237248e-01	3.921765e-01	0	0	4.088994e+00	6.122608e+00	RREB1
Transcription_Factor_PPIs	KLF4	1/31	2.302553e-01	3.929847e-01	0	0	3.952495e+00	5.804502e+00	LAMC1
Transcription_Factor_PPIs	HTT	4/293	2.328116e-01	3.929847e-01	0	0	1.649337e+00	2.403952e+00	NDUFA9;HBS1L;CASP3;HSPA1B
Transcription_Factor_PPIs	VDR	2/109	2.330024e-01	3.929847e-01	0	0	2.221034e+00	3.235394e+00	GTF2B;CSNK2A2
Transcription_Factor_PPIs	IRF8	1/32	2.367312e-01	3.929847e-01	0	0	3.824802e+00	5.510889e+00	UBE2I
Transcription_Factor_PPIs	XRCC4	1/33	2.431529e-01	3.929847e-01	0	0	3.705090e+00	5.239237e+00	CSNK2A2
Transcription_Factor_PPIs	CTNNB1	5/398	2.435598e-01	3.929847e-01	0	0	1.517273e+00	2.142985e+00	RPL21;CASP3;CSNK2A2;HMGB2;HSPA1B
Transcription_Factor_PPIs	SMARCC1	2/114	2.485243e-01	3.929847e-01	0	0	2.121343e+00	2.953364e+00	SMARCB1;ARID1A
Transcription_Factor_PPIs	CBX3	2/114	2.485243e-01	3.929847e-01	0	0	2.121343e+00	2.953364e+00	CSNK2A2;SRRM1
Transcription_Factor_PPIs	ETS2	1/34	2.495209e-01	3.929847e-01	0	0	3.592633e+00	4.987338e+00	SMARCB1
Transcription_Factor_PPIs	SMARCB1	2/116	2.547441e-01	3.929847e-01	0	0	2.083915e+00	2.849744e+00	NCSTN;ARID1A
Transcription_Factor_PPIs	EGR1	1/35	2.558357e-01	3.929847e-01	0	0	3.486791e+00	4.753263e+00	CSNK2A2
Transcription_Factor_PPIs	KLF5	1/35	2.558357e-01	3.929847e-01	0	0	3.486791e+00	4.753263e+00	GTF2B
Transcription_Factor_PPIs	YY1	2/120	2.671922e-01	4.038158e-01	0	0	2.012865e+00	2.656553e+00	ZNF638;PPIA
Transcription_Factor_PPIs	REST	1/37	2.683072e-01	4.038158e-01	0	0	3.292748e+00	4.332014e+00	GTF2B
Transcription_Factor_PPIs	BRCA1	5/418	2.752692e-01	4.101510e-01	0	0	1.442312e+00	1.860591e+00	UBE2I;SMARCB1;CASP3;UIMC1;PSMG1
Transcription_Factor_PPIs	RARG	1/40	2.866259e-01	4.186986e-01	0	0	3.038999e+00	3.797465e+00	PUS1
Transcription_Factor_PPIs	PPARD	1/40	2.866259e-01	4.186986e-01	0	0	3.038999e+00	3.797465e+00	PSMG1
Transcription_Factor_PPIs	CIITA	1/41	2.926302e-01	4.233194e-01	0	0	2.962874e+00	3.640915e+00	GTF2B
Transcription_Factor_PPIs	MITF	1/42	2.985843e-01	4.277794e-01	0	0	2.890463e+00	3.493711e+00	UBE2I
Transcription_Factor_PPIs	USF1	1/43	3.044886e-01	4.320838e-01	0	0	2.821500e+00	3.355107e+00	GTF3C1
Transcription_Factor_PPIs	TCOF1	1/44	3.103435e-01	4.362375e-01	0	0	2.755744e+00	3.224429e+00	CSNK2A2
Transcription_Factor_PPIs	PCGF2	1/45	3.161493e-01	4.371293e-01	0	0	2.692978e+00	3.101073e+00	UBE2I
Transcription_Factor_PPIs	SETDB1	2/136	3.168454e-01	4.371293e-01	0	0	1.771084e+00	2.035581e+00	UBE2I;HMOX2
Transcription_Factor_PPIs	BCL3	1/46	3.219066e-01	4.400375e-01	0	0	2.633001e+00	2.984490e+00	GTF2B
Transcription_Factor_PPIs	POLR2A	3/239	3.253824e-01	4.407452e-01	0	0	1.509707e+00	1.695030e+00	SMARCB1;GTF2B;HMGN1
Transcription_Factor_PPIs	ELK1	1/49	3.388910e-01	4.541968e-01	0	0	2.468064e+00	2.670635e+00	UBE2I
Transcription_Factor_PPIs	STAT2	1/50	3.444579e-01	4.541968e-01	0	0	2.417573e+00	2.576609e+00	FNTA
Transcription_Factor_PPIs	NFATC1	1/50	3.444579e-01	4.541968e-01	0	0	2.417573e+00	2.576609e+00	UBE2I
Transcription_Factor_PPIs	NFKB1	3/254	3.597968e-01	4.702607e-01	0	0	1.418399e+00	1.449910e+00	HMGB2;HMGA2;CKB
Transcription_Factor_PPIs	BCLAF1	1/54	3.662636e-01	4.745502e-01	0	0	2.234663e+00	2.244500e+00	SRRM1
Transcription_Factor_PPIs	SIN3B	1/55	3.716014e-01	4.773156e-01	0	0	2.193169e+00	2.171092e+00	SMARCB1
Transcription_Factor_PPIs	TCF4	1/57	3.821432e-01	4.866611e-01	0	0	2.114628e+00	2.034187e+00	UBE2I
Transcription_Factor_PPIs	SMAD3	4/375	3.867682e-01	4.879001e-01	0	0	1.279403e+00	1.215343e+00	APMAP;HMGA2;ARID1A;HSPA1B
Transcription_Factor_PPIs	TBP	2/160	3.896652e-01	4.879001e-01	0	0	1.500229e+00	1.413917e+00	DRAP1;GTF2B
Transcription_Factor_PPIs	NFE2L2	1/61	4.027025e-01	5.000222e-01	0	0	1.973253e+00	1.794787e+00	CASP3
Transcription_Factor_PPIs	TAF1	2/171	4.219251e-01	5.161036e-01	0	0	1.401797e+00	1.209649e+00	RPL7A;GTF2B
Transcription_Factor_PPIs	CHD1	1/65	4.225815e-01	5.161036e-01	0	0	1.849551e+00	1.593153e+00	CSNK2A2
Transcription_Factor_PPIs	SUZ12	1/66	4.274476e-01	5.178024e-01	0	0	1.821004e+00	1.547714e+00	UBE2I
Transcription_Factor_PPIs	RARA	2/175	4.334415e-01	5.208289e-01	0	0	1.369106e+00	1.144571e+00	MAGEB2;ARID1A
Transcription_Factor_PPIs	BMI1	1/70	4.465078e-01	5.322373e-01	0	0	1.715092e+00	1.382876e+00	UBE2I
Transcription_Factor_PPIs	HNF4A	1/71	4.511735e-01	5.335305e-01	0	0	1.690505e+00	1.345478e+00	UBE2I
Transcription_Factor_PPIs	E2F4	1/73	4.603878e-01	5.401400e-01	0	0	1.643380e+00	1.274747e+00	ARID1A
Transcription_Factor_PPIs	IRF3	1/75	4.694484e-01	5.464672e-01	0	0	1.598802e+00	1.209010e+00	PRDX1
Transcription_Factor_PPIs	GFI1B	1/80	4.914435e-01	5.676363e-01	0	0	1.497233e+00	1.063647e+00	TRIP6
Transcription_Factor_PPIs	CCNE1	1/82	4.999856e-01	5.730604e-01	0	0	1.460117e+00	1.012118e+00	SMARCB1
Transcription_Factor_PPIs	ESRRB	1/84	5.083850e-01	5.782395e-01	0	0	1.424789e+00	9.638928e-01	ARID1A
Transcription_Factor_PPIs	GTF2B	1/86	5.166442e-01	5.831817e-01	0	0	1.391124e+00	9.186992e-01	LSM4
Transcription_Factor_PPIs	NCOA1	1/89	5.287750e-01	5.923871e-01	0	0	1.343495e+00	8.560644e-01	GTF2B
Transcription_Factor_PPIs	SMARCA4	2/219	5.512193e-01	6.129230e-01	0	0	1.089057e+00	6.486667e-01	SMARCB1;ARID1A
Transcription_Factor_PPIs	MAX	1/96	5.559162e-01	6.135667e-01	0	0	1.244059e+00	7.304342e-01	CSNK2A2
Transcription_Factor_PPIs	ETS1	1/102	5.779393e-01	6.331835e-01	0	0	1.169799e+00	6.413849e-01	UBE2I
Transcription_Factor_PPIs	RUNX1	1/106	5.920148e-01	6.382989e-01	0	0	1.125007e+00	5.897554e-01	SMARCB1
Transcription_Factor_PPIs	EPAS1	1/106	5.920148e-01	6.382989e-01	0	0	1.125007e+00	5.897554e-01	SMARCB1
Transcription_Factor_PPIs	KAT2A	1/107	5.954601e-01	6.382989e-01	0	0	1.114337e+00	5.776958e-01	DRAP1
Transcription_Factor_PPIs	NR4A1	1/115	6.220015e-01	6.526635e-01	0	0	1.035718e+00	4.917722e-01	TMOD3
Transcription_Factor_PPIs	EZH2	1/115	6.220015e-01	6.526635e-01	0	0	1.035718e+00	4.917722e-01	GTF3C1
Transcription_Factor_PPIs	YAP1	1/115	6.220015e-01	6.526635e-01	0	0	1.035718e+00	4.917722e-01	PRDX1
Transcription_Factor_PPIs	SMAD2	3/384	6.289297e-01	6.553183e-01	0	0	9.282272e-01	4.304522e-01	DRAP1;ARID1A;HSPA1B
Transcription_Factor_PPIs	TP63	1/120	6.377032e-01	6.598457e-01	0	0	9.919489e-01	4.462603e-01	UBE2I
Transcription_Factor_PPIs	PML	1/178	7.786970e-01	8.001783e-01	0	0	6.649413e-01	1.663239e-01	UBE2I
Transcription_Factor_PPIs	STAT1	1/196	8.101451e-01	8.267920e-01	0	0	6.030094e-01	1.269587e-01	UBE2I
Transcription_Factor_PPIs	NOTCH1	1/204	8.226556e-01	8.338481e-01	0	0	5.790095e-01	1.130329e-01	HLTF
Transcription_Factor_PPIs	SMAD4	1/245	8.750006e-01	8.760636e-01	0	0	4.807107e-01	6.418964e-02	UBE2I
Transcription_Factor_PPIs	STAT3	1/246	8.760636e-01	8.760636e-01	0	0	4.787242e-01	6.334315e-02	KRT1
