Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Transcription_Factor_PPIs	SMARCC2	5/114	5.104198e-03	2.764774e-02	0	0	4.780593e+00	2.523050e+01	SMARCC1;SMARCD2;HDAC2;BAZ1B;ELAVL1
Transcription_Factor_PPIs	SMARCC1	5/114	5.104198e-03	2.764774e-02	0	0	4.780593e+00	2.523050e+01	SMARCD2;HDAC2;SMARCC2;BAZ1B;ELAVL1
Transcription_Factor_PPIs	SMARCA4	7/219	5.630524e-03	2.889748e-02	0	0	3.459742e+00	1.791991e+01	SMARCC1;SMARCD2;HDAC2;SMARCC2;PABPN1;RBBP4;BAZ1B
Transcription_Factor_PPIs	CTNNB1	10/398	5.631305e-03	2.889748e-02	0	0	2.719913e+00	1.408755e+01	HDAC2;SNRPD1;FUS;CTNND1;LIN7A;RAC1;ELAVL1;RBMX;RAB8A;APPL1
Transcription_Factor_PPIs	ZNF217	2/13	6.805387e-03	3.324892e-02	0	0	1.874527e+01	9.353964e+01	HDAC2;ELAVL1
Transcription_Factor_PPIs	MTA3	3/40	6.820292e-03	3.324892e-02	0	0	8.392104e+00	4.185858e+01	HDAC2;RBBP4;ELAVL1
Transcription_Factor_PPIs	RNF2	6/175	7.303721e-03	3.473721e-02	0	0	3.708360e+00	1.824280e+01	HDAC2;RING1;RBBP4;UBE2E1;UBE2V2;MATR3
Transcription_Factor_PPIs	IKZF1	3/42	7.813596e-03	3.627741e-02	0	0	7.960934e+00	3.862558e+01	HDAC2;SMARCC1;RBBP4
Transcription_Factor_PPIs	USF1	3/43	8.340520e-03	3.782329e-02	0	0	7.761518e+00	3.715151e+01	RBBP4;ELAVL1;HCFC1
Transcription_Factor_PPIs	NR3C1	7/239	8.916534e-03	3.840511e-02	0	0	3.158261e+00	1.490651e+01	SF3A1;SMARCC1;HDAC2;THRAP3;SRSF5;ELAVL1;KTN1
Transcription_Factor_PPIs	ZFPM2	2/15	9.045248e-03	3.840511e-02	0	0	1.585978e+01	7.462842e+01	HDAC2;RBBP4
Transcription_Factor_PPIs	ESRRB	4/84	9.059666e-03	3.840511e-02	0	0	5.191053e+00	2.441831e+01	SMARCC1;HDAC2;RBBP4;HCFC1
Transcription_Factor_PPIs	HCFC1	4/87	1.022055e-02	4.172972e-02	0	0	5.002663e+00	2.292898e+01	HDAC2;RBBP4;ELAVL1;SNRPB
Transcription_Factor_PPIs	RCOR3	2/16	1.027193e-02	4.172972e-02	0	0	1.472619e+01	6.742151e+01	HDAC2;ELAVL1
Transcription_Factor_PPIs	TCF3	7/248	1.078297e-02	4.291183e-02	0	0	3.038920e+00	1.376566e+01	FBL;HDAC2;RBBP4;MRPL39;BAZ1B;PRPF8;ELAVL1
Transcription_Factor_PPIs	ZBTB33	2/17	1.156782e-02	4.422991e-02	0	0	1.374375e+01	6.129064e+01	CTNND1;ELAVL1
Transcription_Factor_PPIs	KLF1	2/17	1.156782e-02	4.422991e-02	0	0	1.374375e+01	6.129064e+01	SMARCC1;SMARCC2
Transcription_Factor_PPIs	STAT1	6/196	1.233568e-02	4.625881e-02	0	0	3.294961e+00	1.448221e+01	MDC1;TBCD;ACTN4;RAC1;HADH;SPTBN1
Transcription_Factor_PPIs	STAT2	3/50	1.260889e-02	4.639119e-02	0	0	6.603208e+00	2.887816e+01	SMARCC1;SMARCC2;ELAVL1
Transcription_Factor_PPIs	PRDM1	2/19	1.436148e-02	5.186090e-02	0	0	1.212561e+01	5.145147e+01	HDAC2;ELAVL1
Transcription_Factor_PPIs	BCLAF1	3/54	1.551437e-02	5.424564e-02	0	0	6.084078e+00	2.534620e+01	PNN;SNW1;THRAP3
Transcription_Factor_PPIs	ZFP42	2/20	1.585642e-02	5.424564e-02	0	0	1.145139e+01	4.745663e+01	SMARCC1;RING1
Transcription_Factor_PPIs	MTF2	2/20	1.585642e-02	5.424564e-02	0	0	1.145139e+01	4.745663e+01	RBBP4;ELAVL1
Transcription_Factor_PPIs	BCL11B	2/22	1.903561e-02	6.399904e-02	0	0	1.030521e+01	4.082350e+01	HDAC2;RBBP4
Transcription_Factor_PPIs	TP53	12/628	1.982528e-02	6.552422e-02	0	0	2.054017e+00	8.053386e+00	MDC1;PSMC5;TMED9;SMARCC1;SMARCD2;HDAC2;RING1;ELAVL1;ADH5;KPNB1;CCAR1;WDR33
Transcription_Factor_PPIs	BRF2	3/60	2.052228e-02	6.669742e-02	0	0	5.441995e+00	2.114892e+01	DPM1;NUP93;SSR1
Transcription_Factor_PPIs	NFE2L2	3/61	2.143327e-02	6.851618e-02	0	0	5.347897e+00	2.055096e+01	SMARCC2;UBE2E1;RBMX
Transcription_Factor_PPIs	SREBF2	3/62	2.236611e-02	7.034503e-02	0	0	5.256988e+00	1.997765e+01	NAE1;KPNB1;SPTBN1
Transcription_Factor_PPIs	CHD7	2/26	2.611389e-02	7.894803e-02	0	0	8.585938e+00	3.129822e+01	SMARCC1;SMARCC2
Transcription_Factor_PPIs	SUZ12	3/66	2.631601e-02	7.894803e-02	0	0	4.922214e+00	1.790494e+01	HDAC2;RBBP4;ELAVL1
Transcription_Factor_PPIs	SPI1	3/66	2.631601e-02	7.894803e-02	0	0	4.922214e+00	1.790494e+01	DIS3;FUS;SSRP1
Transcription_Factor_PPIs	POLR3A	2/27	2.802587e-02	8.280371e-02	0	0	8.242083e+00	2.946238e+01	POLR2H;RAE1
Transcription_Factor_PPIs	STAT3	6/246	3.314848e-02	9.597259e-02	0	0	2.601862e+00	8.863914e+00	HDAC2;RBM8A;TBCD;RAC1;ELAVL1;CD44
Transcription_Factor_PPIs	E2F4	3/73	3.406592e-02	9.597259e-02	0	0	4.428422e+00	1.496567e+01	HDAC2;CHMP2A;HCFC1
Transcription_Factor_PPIs	LMO4	2/30	3.408365e-02	9.597259e-02	0	0	7.357887e+00	2.486184e+01	HDAC2;PITPNB
Transcription_Factor_PPIs	E2F1	4/126	3.445170e-02	9.597259e-02	0	0	3.396721e+00	1.144083e+01	HDAC2;RING1;RBBP4;HCFC1
Transcription_Factor_PPIs	YY2	1/4	3.824172e-02	1.050301e-01	0	0	3.420207e+01	1.116297e+02	RING1
Transcription_Factor_PPIs	HDAC8	3/77	3.896777e-02	1.055377e-01	0	0	4.188199e+00	1.359079e+01	MDC1;PPIL1;SNRPD1
Transcription_Factor_PPIs	NR4A2	2/33	4.059904e-02	1.084495e-01	0	0	6.644825e+00	2.129009e+01	BAZ1B;ELAVL1
Transcription_Factor_PPIs	FOS	5/199	4.487458e-02	1.182506e-01	0	0	2.674412e+00	8.301065e+00	PNN;PSMC5;HDAC2;MATR3;PPIG
Transcription_Factor_PPIs	ZNF143	1/5	4.757262e-02	1.236888e-01	0	0	2.565026e+01	7.811781e+01	HNRNPL
Transcription_Factor_PPIs	TCF7L2	2/37	4.994446e-02	1.248611e-01	0	0	5.884226e+00	1.763411e+01	HDAC2;ELAVL1
Transcription_Factor_PPIs	REST	2/37	4.994446e-02	1.248611e-01	0	0	5.884226e+00	1.763411e+01	HDAC2;SMARCC2
Transcription_Factor_PPIs	MEF2A	2/37	4.994446e-02	1.248611e-01	0	0	5.884226e+00	1.763411e+01	NDUFB9;ACTN4
Transcription_Factor_PPIs	SP3	2/38	5.239102e-02	1.293196e-01	0	0	5.720486e+00	1.686983e+01	HDAC2;RBBP4
Transcription_Factor_PPIs	RCOR2	1/6	5.681345e-02	1.384828e-01	0	0	2.051917e+01	5.884862e+01	HDAC2
Transcription_Factor_PPIs	RUNX3	2/41	5.997831e-02	1.409129e-01	0	0	5.279647e+00	1.485573e+01	HDAC2;SDHA
Transcription_Factor_PPIs	GLI1	2/41	5.997831e-02	1.409129e-01	0	0	5.279647e+00	1.485573e+01	HDAC2;SMARCC2
Transcription_Factor_PPIs	CIITA	2/41	5.997831e-02	1.409129e-01	0	0	5.279647e+00	1.485573e+01	HDAC2;PSMC5
Transcription_Factor_PPIs	GATA4	2/42	6.258655e-02	1.452902e-01	0	0	5.147396e+00	1.426449e+01	MDC1;HDAC2
Transcription_Factor_PPIs	RCOR1	2/43	6.523270e-02	1.495720e-01	0	0	5.021596e+00	1.370792e+01	HDAC2;SMARCC2
Transcription_Factor_PPIs	TBX3	1/7	6.596509e-02	1.495720e-01	0	0	1.709845e+01	4.648434e+01	HDAC2
Transcription_Factor_PPIs	UPF1	3/98	7.009375e-02	1.565204e-01	0	0	3.258914e+00	8.661939e+00	RBM8A;ADAR;SNRPB
Transcription_Factor_PPIs	PCGF2	2/45	7.063487e-02	1.565204e-01	0	0	4.787548e+00	1.268811e+01	RING1;ELAVL1
Transcription_Factor_PPIs	SMAD3	7/375	7.354353e-02	1.611347e-01	0	0	1.977244e+00	5.160364e+00	SF3B2;SF3A1;SMARCC1;SNW1;SMARCC2;SPTBN1;KPNB1
Transcription_Factor_PPIs	PADI4	1/8	7.502838e-02	1.625615e-01	0	0	1.465507e+01	3.795500e+01	HDAC2
Transcription_Factor_PPIs	MYBL2	2/48	7.899864e-02	1.692828e-01	0	0	4.474638e+00	1.135808e+01	HDAC2;RBBP4
Transcription_Factor_PPIs	TET1	1/9	8.400418e-02	1.757853e-01	0	0	1.282254e+01	3.176000e+01	HDAC2
Transcription_Factor_PPIs	EPAS1	3/106	8.416935e-02	1.757853e-01	0	0	3.004575e+00	7.436096e+00	SMARCC1;SMARCC2;ELAVL1
Transcription_Factor_PPIs	NFATC1	2/50	8.473752e-02	1.757853e-01	0	0	4.287760e+00	1.058304e+01	HDAC2;KPNB1
Transcription_Factor_PPIs	ESRRA	2/51	8.765321e-02	1.799197e-01	0	0	4.200043e+00	1.022445e+01	FUS;ADH5
Transcription_Factor_PPIs	SMAD4	5/245	9.072514e-02	1.842854e-01	0	0	2.156746e+00	5.176020e+00	SF3B2;HDAC2;SNW1;SPTBN1;KPNB1
Transcription_Factor_PPIs	FOXA1	1/10	9.289332e-02	1.867443e-01	0	0	1.139724e+01	2.708329e+01	ELAVL1
Transcription_Factor_PPIs	CBX3	3/114	9.934548e-02	1.961907e-01	0	0	2.786897e+00	6.435368e+00	MDC1;RING1;ELAVL1
Transcription_Factor_PPIs	SIN3B	2/55	9.960453e-02	1.961907e-01	0	0	3.882272e+00	8.954645e+00	HDAC2;HCFC1
Transcription_Factor_PPIs	NFKB1	5/254	1.017662e-01	1.984442e-01	0	0	2.077835e+00	4.748013e+00	MYL6;HDAC2;MATR3;RAC1;SPTBN1
Transcription_Factor_PPIs	HEY1	1/12	1.104150e-01	2.079600e-01	0	0	9.324070e+00	2.054568e+01	ELAVL1
Transcription_Factor_PPIs	MXI1	1/12	1.104150e-01	2.079600e-01	0	0	9.324070e+00	2.054568e+01	SMC3
Transcription_Factor_PPIs	MBD4	1/12	1.104150e-01	2.079600e-01	0	0	9.324070e+00	2.054568e+01	HDAC2
Transcription_Factor_PPIs	YY1	3/120	1.113957e-01	2.079600e-01	0	0	2.643174e+00	5.800884e+00	HDAC2;ELAVL1;HCFC1
Transcription_Factor_PPIs	TARDBP	2/59	1.119785e-01	2.079600e-01	0	0	3.609101e+00	7.901941e+00	PABPN1;FUS
Transcription_Factor_PPIs	CCNT2	1/13	1.190491e-01	2.169587e-01	0	0	8.546632e+00	1.818911e+01	ELAVL1
Transcription_Factor_PPIs	THAP11	1/13	1.190491e-01	2.169587e-01	0	0	8.546632e+00	1.818911e+01	HCFC1
Transcription_Factor_PPIs	CDKN2AIP	1/14	1.275999e-01	2.248039e-01	0	0	7.888800e+00	1.624190e+01	MDC1
Transcription_Factor_PPIs	ELK4	1/14	1.275999e-01	2.248039e-01	0	0	7.888800e+00	1.624190e+01	ELAVL1
Transcription_Factor_PPIs	GABPB1	1/14	1.275999e-01	2.248039e-01	0	0	7.888800e+00	1.624190e+01	HCFC1
Transcription_Factor_PPIs	PPARGC1A	2/64	1.279653e-01	2.248039e-01	0	0	3.317204e+00	6.820159e+00	SRSF5;HCFC1
Transcription_Factor_PPIs	TAL1	2/65	1.312246e-01	2.284715e-01	0	0	3.264385e+00	6.629458e+00	SUPT16H;HDAC2
Transcription_Factor_PPIs	TRIM28	4/204	1.372319e-01	2.368161e-01	0	0	2.063789e+00	4.098857e+00	RCN1;SMARCC1;SNRPD1;UBE2E1
Transcription_Factor_PPIs	ZNF148	1/16	1.444545e-01	2.449446e-01	0	0	6.836269e+00	1.322675e+01	ELAVL1
Transcription_Factor_PPIs	SALL1	1/16	1.444545e-01	2.449446e-01	0	0	6.836269e+00	1.322675e+01	HDAC2
Transcription_Factor_PPIs	SETDB1	3/136	1.460045e-01	2.454385e-01	0	0	2.323308e+00	4.470320e+00	TCERG1;HDAC2;S100A10
Transcription_Factor_PPIs	BMI1	2/70	1.477938e-01	2.463230e-01	0	0	3.023591e+00	5.780915e+00	RING1;ELAVL1
Transcription_Factor_PPIs	RFX5	1/17	1.527599e-01	2.463278e-01	0	0	6.408679e+00	1.204119e+01	HDAC2
Transcription_Factor_PPIs	RBM15	1/17	1.527599e-01	2.463278e-01	0	0	6.408679e+00	1.204119e+01	ELAVL1
Transcription_Factor_PPIs	TFAP2C	1/17	1.527599e-01	2.463278e-01	0	0	6.408679e+00	1.204119e+01	ELAVL1
Transcription_Factor_PPIs	RXRA	3/139	1.528496e-01	2.463278e-01	0	0	2.271712e+00	4.266960e+00	PSMC5;SNW1;FUS
Transcription_Factor_PPIs	ZBTB7B	1/18	1.609851e-01	2.552203e-01	0	0	6.031393e+00	1.101600e+01	PRPF8
Transcription_Factor_PPIs	THAP1	1/18	1.609851e-01	2.552203e-01	0	0	6.031393e+00	1.101600e+01	HCFC1
Transcription_Factor_PPIs	MAFK	1/19	1.691309e-01	2.659720e-01	0	0	5.696028e+00	1.012231e+01	HDAC2
Transcription_Factor_PPIs	PHF8	1/20	1.771980e-01	2.764288e-01	0	0	5.395964e+00	9.337649e+00	HCFC1
Transcription_Factor_PPIs	GFI1B	2/80	1.820442e-01	2.817351e-01	0	0	2.634615e+00	4.488082e+00	HDAC2;MATR3
Transcription_Factor_PPIs	NFIC	1/23	2.009347e-01	3.085217e-01	0	0	4.659444e+00	7.477362e+00	ELAVL1
Transcription_Factor_PPIs	GTF2B	2/86	2.031148e-01	3.094326e-01	0	0	2.445685e+00	3.898382e+00	PSMC5;POLR2H
Transcription_Factor_PPIs	KDM5A	1/25	2.163794e-01	3.220914e-01	0	0	4.270725e+00	6.537294e+00	HDAC2
Transcription_Factor_PPIs	USF2	1/25	2.163794e-01	3.220914e-01	0	0	4.270725e+00	6.537294e+00	FUS
Transcription_Factor_PPIs	BCOR	1/25	2.163794e-01	3.220914e-01	0	0	4.270725e+00	6.537294e+00	RING1
Transcription_Factor_PPIs	EED	2/91	2.208737e-01	3.235411e-01	0	0	2.307701e+00	3.485008e+00	HDAC2;RBBP4
Transcription_Factor_PPIs	BHLHE40	1/26	2.239900e-01	3.235411e-01	0	0	4.099689e+00	6.133766e+00	ELAVL1
Transcription_Factor_PPIs	MYCN	1/26	2.239900e-01	3.235411e-01	0	0	4.099689e+00	6.133766e+00	HDAC2
Transcription_Factor_PPIs	KDM6A	1/26	2.239900e-01	3.235411e-01	0	0	4.099689e+00	6.133766e+00	MATR3
Transcription_Factor_PPIs	CDKN1B	2/93	2.280143e-01	3.245458e-01	0	0	2.256754e+00	3.336265e+00	ELAVL1;KPNB1
Transcription_Factor_PPIs	SRF	2/93	2.280143e-01	3.245458e-01	0	0	2.256754e+00	3.336265e+00	CIRBP;SSRP1
Transcription_Factor_PPIs	GATA2	1/27	2.315271e-01	3.271578e-01	0	0	3.941809e+00	5.767098e+00	ELAVL1
Transcription_Factor_PPIs	STAT5A	2/96	2.387541e-01	3.305199e-01	0	0	2.184397e+00	3.128758e+00	GLUD1;RBMX
Transcription_Factor_PPIs	CLOCK	1/28	2.389913e-01	3.305199e-01	0	0	3.795625e+00	5.432784e+00	HDAC2
Transcription_Factor_PPIs	CNOT3	1/28	2.389913e-01	3.305199e-01	0	0	3.795625e+00	5.432784e+00	CIRBP
Transcription_Factor_PPIs	ZBTB7A	1/29	2.463835e-01	3.359774e-01	0	0	3.659882e+00	5.127004e+00	HDAC2
Transcription_Factor_PPIs	E2F6	1/29	2.463835e-01	3.359774e-01	0	0	3.659882e+00	5.127004e+00	RING1
Transcription_Factor_PPIs	PML	3/178	2.491176e-01	3.373467e-01	0	0	1.761945e+00	2.448804e+00	HDAC2;SNRNP40;MRTO4
Transcription_Factor_PPIs	E2F2	1/30	2.537041e-01	3.411883e-01	0	0	3.533500e+00	4.846501e+00	ELAVL1
Transcription_Factor_PPIs	KLF4	1/31	2.609541e-01	3.461636e-01	0	0	3.415544e+00	4.588479e+00	HDAC2
Transcription_Factor_PPIs	NACC1	1/31	2.609541e-01	3.461636e-01	0	0	3.415544e+00	4.588479e+00	SMARCC1
Transcription_Factor_PPIs	NR0B1	1/33	2.752444e-01	3.574402e-01	0	0	3.201749e+00	4.130563e+00	SNW1
Transcription_Factor_PPIs	NR1I2	1/33	2.752444e-01	3.574402e-01	0	0	3.201749e+00	4.130563e+00	PSMC5
Transcription_Factor_PPIs	XRCC4	1/33	2.752444e-01	3.574402e-01	0	0	3.201749e+00	4.130563e+00	AHNAK
Transcription_Factor_PPIs	KAT2A	2/107	2.782722e-01	3.574402e-01	0	0	1.954464e+00	2.500064e+00	HDAC2;RAE1
Transcription_Factor_PPIs	CCND1	2/108	2.818648e-01	3.574402e-01	0	0	1.935928e+00	2.451519e+00	HDAC2;ELAVL1
Transcription_Factor_PPIs	NR2C2	1/34	2.822861e-01	3.574402e-01	0	0	3.104569e+00	3.926765e+00	RBBP4
Transcription_Factor_PPIs	CBFB	1/34	2.822861e-01	3.574402e-01	0	0	3.104569e+00	3.926765e+00	ELAVL1
Transcription_Factor_PPIs	TCF12	1/36	2.961661e-01	3.678496e-01	0	0	2.926869e+00	3.561516e+00	ELAVL1
Transcription_Factor_PPIs	PDX1	1/36	2.961661e-01	3.678496e-01	0	0	2.926869e+00	3.561516e+00	HDAC2
Transcription_Factor_PPIs	TBL1XR1	1/36	2.961661e-01	3.678496e-01	0	0	2.926869e+00	3.561516e+00	ELAVL1
Transcription_Factor_PPIs	EZH2	2/115	3.069563e-01	3.764559e-01	0	0	1.815358e+00	2.144028e+00	HDAC2;RBBP4
Transcription_Factor_PPIs	YAP1	2/115	3.069563e-01	3.764559e-01	0	0	1.815358e+00	2.144028e+00	CTNND1;ELAVL1
Transcription_Factor_PPIs	PPARD	1/40	3.231298e-01	3.938145e-01	0	0	2.626146e+00	2.966760e+00	HDAC2
Transcription_Factor_PPIs	ERG	1/41	3.297086e-01	3.993365e-01	0	0	2.560363e+00	2.840840e+00	PRPF8
Transcription_Factor_PPIs	MITF	1/42	3.362238e-01	4.022309e-01	0	0	2.497788e+00	2.722535e+00	ELAVL1
Transcription_Factor_PPIs	NFYA	1/42	3.362238e-01	4.022309e-01	0	0	2.497788e+00	2.722535e+00	KPNB1
Transcription_Factor_PPIs	TCOF1	1/44	3.490657e-01	4.125105e-01	0	0	2.381371e+00	2.506381e+00	TTC4
Transcription_Factor_PPIs	JUND	1/44	3.490657e-01	4.125105e-01	0	0	2.381371e+00	2.506381e+00	ELAVL1
Transcription_Factor_PPIs	IRF1	1/45	3.553937e-01	4.125105e-01	0	0	2.327131e+00	2.407485e+00	HCFC1
Transcription_Factor_PPIs	NOD2	1/45	3.553937e-01	4.125105e-01	0	0	2.327131e+00	2.407485e+00	RAC1
Transcription_Factor_PPIs	ELF1	1/45	3.553937e-01	4.125105e-01	0	0	2.327131e+00	2.407485e+00	RAE1
